En el principio , Dios creó los cielos y la tierra .	Only Paraguayan Guarani (gug) copied here.
El designio secreto es éste : que por el evangelio Dios llama a todas las naciones a participar , en Cristo Jesús , de la misma herencia , del mismo cuerpo y de la misma promesa que el pueblo de Israel .	Upe mba'e Tupã ndoikuaaukái vaekue niko kóva : Marandu porã Cristo ogueru vaekue rupi , Tupã ohenoiha opaichagua tetã guápe ha ohupytyka chupe kuéra umi ha'e ome'ẽ vaekue imba'e teerã Israel guápe , peteĩcha oiko haguã hikuái peteĩ tete rehegua ramo ha opavave ohupyty haguã umi mba'e Tupã he'i vaekue ome'ẽtaha .
del cual fui hecho ministro , conforme al don de la gracia de Dios que se me ha concedido según la eficacia de su poder .	Tupã imba'e porãgui che ndive ha che poriahurerekógui , ipokatu rupi che moĩ hembiguái ramo ko Marandu Porã amosarambi haguã .
A mí , que soy el más insignificante de todos los creyentes , se me ha concedido este privilegio : anunciar a los paganos la incalculable riqueza de Cristo	Che niko che michĩve umi imichĩvéva apytégui , opa umi Tupã mba'évagui . Ha'e katu ome'ẽ chéve ajapo haguã ko mba'e tuichaitéva : Amoguahẽ haguã judio'ỹvape Marandu porã ha amombe'u haguã umi mba'eta ijojaha'ỹva oúva Crístogui .
y mostrar a todos cómo va cumpliéndose el plan secreto , que desde el principio de los siglos se hallaba escondido en Dios , creador de todas las cosas .	Tupã oheja chéve aikuaauka haguã opavavépe mba'éichapa ojehúta pe mba'e ha'e ojaposéva ha ha'énte oikuaáva . Tupã , opa mba'e apohare , niko oguereko vaekue kóva ñemiháme , avave oikuaa'ỹre ymaite guive .
[ Esto fue ] a fin de que ahora a los gobiernos y a las autoridades en los lugares celestiales se diera a conocer mediante la congregación la grandemente diversificada sabiduría de Dios ,	Ko'ágã katu , Cristo iglésia rupi , opa umi yvategua ruvicha kuéra oikuaáta mba'éichapa Tupã iñarandu ha upéva ojehechaha opa mba'épe .
Ese era su plan eterno , que él llevó a cabo por medio de Cristo Jesús nuestro Señor .	Tupã ojapo kóicha ojapose haguéicha opa ára , ha ojapo Ñandejára Cristo Jesús rupi .
Gracias a Cristo y a nuestra fe en él , podemos entrar en la presencia de Dios con toda libertad y confianza .	Ha Cristo rupi ha hese jajeroviágui , jeroviapópe ikatu ñeñemboja Tupã rendápe .
Por eso les ruego que no se desanimen a causa de lo que por ustedes estoy sufriendo , porque esto es más bien un honor para ustedes .	Upévare , ajerure peẽme ani haguã pene kangy che ahasa asýgui pende rehe , pevy'a vaerã katu uvei .
Por esta razón me pongo de rodillas delante del Padre ,	Upévare , añesũ Túva renondépe .
a quien toda familia en el cielo y en la tierra debe su nombre ,	Ha'e rupi niko mayma yvágape oĩva ha tetã nguéra yvy arigua oikove .
Le ruego que El les conceda a ustedes , conforme a las riquezas de Su gloria , el ser fortalecidos con poder por Su Espíritu en el hombre interior ;	Ajerure Túvape ome'ẽ haguã peẽme imba'e reta tuichaitégui pende py'a omombarete haguã Espíritu Santo rupi ,
para que por fe Cristo habite en sus corazones . Y pido que , arraigados y cimentados en amor ,	ha avei ajerure , pejerovia rupi Cristo rehe , ha'e oiko haguã pende py'apýpe , ha pende rekove oñembohapo mbarete haguã mborayhúpe .
seáis capaces de comprender con todos los santos cuál es la anchura , la longitud , la altura y la profundidad ,	Péicharõ peikuaáta opa umi Tupã mba'éva ndive mba'eichaite pevépa tuicha mborayhu Cristo oñandúva pende rehe .
en fin , que conozcan ese amor que sobrepasa nuestro conocimiento , para que sean llenos de la plenitud de Dios .	Ajerure Tupãme , peñandu haguã peẽ upéva pe mborayhu , tuichavéva opaite mba'e ikatúvagui jaikuaa . Péicharõ , pene renyhẽtéta Tupãgui .
Al que puede hacer muchísimo más que todo lo que podamos imaginarnos o pedir , por el poder que obra eficazmente en nosotros ,	Ha ko'ágã , toñemomba'e guasu Tupã ikatúva ojapo hetaiteve mba'e ñande ñaimo'ã téra jajerurévagui , ipokatu rupi ñande pype .
a El sea la gloria en la iglesia y en Cristo Jesús por todas las generaciones , por los siglos de los siglos . Amén .	Cristo iglésia , ha Cristo Jesús rupi toñemomba'e guasu Tupãme , opa ára . Amén .
Yo , que estoy preso por causa del Señor , les ruego que vivan como es digno del llamamiento que han recibido ,	Che , añemyakãsã vaekue ha aiméva koty ypytũme Ñandejára rehehápe , ajerure peẽme peiko haguã umi Tupã ohenói vaekuépe oiko vaerãháicha .
Que vivan con toda humildad y mansedumbre , con paciencia , soportándose unos a otros en amor ,	Anítei pejejapo , pende rory uvei ojupe . Anítei pende pochy rei , pejohecha kuaa uvei , joayhupópe .
Esfuércense por mantener la unidad del Espíritu mediante el vínculo de la paz .	Ha pe py'a guapy rupi , pene mbojoajupáva oñondive , peñeha'ã peiko peteĩcha , Espíritu Santo ome'ẽháicha .
Uno solo es el cuerpo y uno solo el Espíritu , como una es la esperanza a la que han sido llamados .	Ñande niko opavave peteĩ tete añónte , ha peteĩnte avei pe Espíritu . Ha peteĩ mba'e peha'arõ haguãnte avei pene renói vaekue Tupã .
un Señor , una fe , un bautismo ,	Ñandejára niko peteĩnte , peteĩchante jajerovia Tupãre ha peteĩchante ñañemongarai vaekue .
un Dios y Padre de todos , que es sobre todos y por todos y en todos .	Peteĩnte hína Tupã ha opavave Túva ha'e , oĩva opa mba'e ári , ojapóva hembipota opavave rupi ha oĩva opavavépe .
Pero cada uno de nosotros ha recibido los dones que Cristo le ha querido dar .	Cristo niko ome'ẽ ñandéve , peteĩ-teĩme ñane mba'erã , pe imba'e porãngue tuichaitévagui .
Por eso dice la Escritura : Al subir a lo alto , llevó consigo prisioneros y repartió dones a los seres humanos .	Upévare Ñandejára Ñe'ẽ he'i : Ha'e ojupírõ yvágapeheta iñapytĩmby ogueraha vaekue , ha yvypórape heta mba'e ome'ẽ .
¿ Y qué quiere decir eso de que « subió » ? Pues quiere decir que primero bajó a esta tierra .	Ha mba'épa he'ise “ ha'e ojupi yvate ” ? Upéva he'ise , ha'e oguejy raẽ hague yvy guýpe , ipypukuvehápe .
El que descendió , es el mismo que también ascendió por encima de todos los cielos , para llenarlo todo .	Ha upe oguejy vaekue niko upe ha'e jeýnte ojupi vaekue yvágape , ijyvatevehápe .
Él es quien a unos ha hecho apóstoles ; a otros , profetas ; a otros , anunciadores del mensaje evangélico ; a otros , encargados de dirigir y enseñar a los fieles .	Ha'e voi , oĩ ome'ẽvape oiko haguã apóstol ramo ha ambuépe katu maranduhára ramo . Oĩ omoĩva omoherakuã haguã pe marandu porã , ambuépe katu oisãmbyhy haguã umi Tupãre ojeroviávape ha ombo'e haguã chupe kuéra .
Ellos tienen la responsabilidad de preparar al pueblo de Dios para que lleve a cabo la obra de Dios y edifique la iglesia , es decir , el cuerpo de Cristo .	Ha'e péicha ojapo ombosako'ívo umi Tupã mba'évape omba'apo haguã hapicha kuéra rehehápe , omombarete haguã Cristo rete .
hasta que todos lleguemos a la unidad de la fe y del pleno conocimiento del Hijo de Dios , a la condición de un hombre maduro , a la medida de la estatura de la plenitud de Cristo .	Péicha , jajoajupáne peteĩcha ñande jeroviápe ha peteĩcha jaikuaáne Tupã Ra'ýpe . Jakakuaapáne ha ñane tyarõmbáne jahupyty peve Cristo tuichakue .
para que ya no seamos niños fluctuantes , arrastrados para todos lados por todo viento de doctrina , por los engaños de aquellos que emplean con astucia artimañas engañosas ,	Ndajaiko mo'ã véima mitãicha jajererekóva águio pégotyo , térã jajererotyryrýva opa gotyo , ñahendúvo mba'e pyahu ombo'éva umi ñane mbotavyséva , ha ojavy vaekue hape .
Más bien , profesando la verdad en el amor , debemos crecer en todo hacia Cristo , que es la cabeza del cuerpo .	Upéva rangue katu , jaikóvo añetegua ha mborayhúpe , jakakuáke opa guio jahupyty haguã Crístope . Ha'e niko hína pe iglésia akã ,
Él hace que todo el cuerpo encaje perfectamente . Y cada parte , al cumplir con su función específica , ayuda a que las demás se desarrollen , y entonces todo el cuerpo crece y está sano y lleno de amor .	ha ipoguýpe pe iglésia , ku ñande retéicha , opa mba'e hendápe oĩ porãmba , ha ojoajupa ojuehe . Ha opa mba'e oiko porã ramo pe oĩháme , pe Cristo iglésia imbareteve ohóvo mborayhúpe .
Pero esto quiero decirles en el nombre del Señor , y en esto quiero insistir : no vivan ya como la gente sin Dios , que vive de acuerdo a su mente vacía .	Kóicha ha'e ha ajerure peẽme Ñandejára rérape : Anive peiko umi Tupãre ojerovia'ỹva oikoháicha . Umíva niko iñakãme oúvante ojapo ,
y tienen oscurecido el entendimiento . Ellos no gozan de la vida que viene de Dios , porque son ignorantes a causa de lo insensible de su corazón .	ha umi mba'e iñakãme oguerekóva mba'everã naiporãi . Ha'e kuéra ndoikuaái pe jeikove Tupãgui oúva , itavýgui ha iñakã rehénte oikoségui .
Han perdido el sentido del bien y se han entregado al vicio y a toda suerte de impureza y de avaricia .	Notĩvéigui mba'evégui , oñeme'ẽ opaichagua mba'e vaípe ha heko ky'ápe ndaikatúi ojejoko .
Pero ustedes no aprendieron que el Cristo sea así ,	Peẽ katu , Crístogui napehendúi vaekue péicha peiko haguã .
si es que , realmente , le oyeron y se les enseñó por medio de él , tal como [ la ] verdad está en Jesús ,	Peẽ niko pehendu vaekue umi mba'e oje'éva Cristo rehe , ha oĩ vaekue pene mbo'éva peiko haguã ha'e oipotaháicha , añete Cristo reheguávape .
Con respecto a la vida que antes llevaban , se les enseñó que debían quitarse el ropaje de la vieja naturaleza , la cual está corrompida por los deseos engañosos ;	Upévare , pejeheja pende reko tujágui ha anive peiko yma guaréicha . Péicha peiko hague niko pende tujupa vaekue , pehejágui teko ky'a pene mbotavypa .
ser renovados en la actitud de su mente ;	Pembopyahupaitéke pende py'a ha pene akãme perekóva ,
y revístanse de la nueva criatura , creada a imagen de Dios en orden a una vida verdaderamente recta y santa .	ha pemoñepyrũ pende reko pyahu , Tupã ojapo vaekue ijoguaha ramo . Upéva ojehecháta pende rehe , pende reko marangatu ha ipotĩ porã ramo , ha peiko ramo añete guápe .
Así que destierren la mentira y que cada uno sea sincero con su prójimo ya que somos miembros los unos de los otros .	Upévare , anive pende japu ojupe . Añeteguánte peje pende rapichápe , opavave ñande niko Cristo rete reheguánte .
Además , « no pequen al dejar que el enojo los controle » . No permitan que el sol se ponga mientras siguen enojados ,	Pende pochy ramo , ani pe'a angaipápe . Ani peheja kuarahy oike jepe pende pochy poi haguã .
y no den lugar al diablo .	Ani peme'ẽ juruja Añáme .
El que hurta , ya no hurte más , sino , más bien , que haga trabajo duro , haciendo con las manos lo que sea buen trabajo , para que tenga algo que distribuir a alguien que tenga necesidad .	Pe imonda vaekue , anive omonda ha toñemoĩ tomba'apo . Toheka hembiaporã hekópe omba'apo haguãme , ha'e okaru haguã ha ohupytyka haguã mboriahúpe .
No salga de la boca de ustedes ninguna palabra mala ( corrompida ) , sino sólo la que sea buena para edificación , según la necesidad del momento , para que imparta gracia a los que escuchan .	Anive pene ñe'ẽ tie'ỹ . Peiporu uvei ñe'ẽ iporãva omombaretéva umi oikotevẽvape , ha oipytyvõva opa ohendúvape .
Y no entristezcan al Espíritu Santo de Dios , por el cual fueron sellados para el día de la redención .	Ani pemoñembyasy Tupã Espíritu Sántope . Heseve niko Tupã omoĩ vaekue pende rehe imba'eha upe ñepysyrõ árape guarã .
Que se quiten toda amargura maliciosa y cólera e ira y gritería y habla injuriosa , junto con toda maldad .	Anive pende py'aro , pende pochy vai térã pende pochy rei . Ani pesapukái ojupe térã pene ñe'ẽ guasu ojupe . Peheja ñaña opaichagua .
Por el contrario , sean amables unos con otros , sean de buen corazón , y perdónense unos a otros , tal como Dios los ha perdonado a ustedes por medio de Cristo .	Pende py'a porã uvei ojupe , ha pejoporiahurereko . Peheja rei ojupe mba'e vai pejapóva ojuehe , Tupã oheja rei haguéicha peẽme pene rembiapo vaikue Cristo rupi .
Por lo tanto , háganse imitadores de Dios , como hijos amados ,	Peẽ niko Tupã ra'y ha'e ohayhu etéva , peñeha'ã pende py'a porã ha'éicha .
Vivan una vida llena de amor , siguiendo el ejemplo de Cristo . Él nos amó y se ofreció a sí mismo como sacrificio por nosotros , como aroma agradable a Dios .	Peiko joayhupápe Cristo ñande rayhu haguéicha , ha ome'ẽ haguéicha hekove ñande rehehápe Tupãme mba'e kuave'ẽ hyakuã asývaicha .
Entre ustedes ni siquiera debe mencionarse la inmoralidad sexual , ni ninguna clase de impureza o de avaricia , porque eso no es propio del pueblo santo de Dios .	Peẽ niko Tupã mba'e ha kóicha peiko vaerã : Ani peñe'ẽ mba'eveichagua joguereko ky'áre , térã oimeraẽichagua teko ky'a ha mba'e pota reíre .
Y lo mismo digo de las obscenidades , conversaciones estúpidas o indecentes , cosas todas que están fuera de lugar ; lo de ustedes es dar gracias a Dios .	Ani pene tie'ỹ , pene ñe'ẽ rei téra pene ñe'ẽ guasu . Ko'ã mba'e niko naiporãi pende rehe . Umíva rangue pemomba'e guasu uvei Tupãme .
Pueden estar seguros de que ninguna persona inmoral , impura o avara heredará el reino de Cristo y de Dios . Pues el avaro es un idólatra , que adora las cosas de este mundo .	Peikuaa porãke opa ojoguereko ky'áva , térã heko ky'áva , térã ipira pire rakate'ỹva rei , ndoike mo'ãi Cristo ha Tupã sãmbyhýpe . ( Pira pire rakate'ỹ niko jareko ramo guáicha ambue Tupã ) .
Que nadie los engañe con argumentaciones vanas , porque por esto viene el castigo de Dios sobre los que viven en la desobediencia .	Ani peheja avave pene mbotavy ñe'ẽ reípe . Ko'ã mba'ére voi Tupã oinupã pochy umi chupe iñe'ẽ rendu'ỹvape .
Por tanto , no se junten con esa clase de gente .	Ani pejehe'a umívare .
Pues antes ustedes estaban llenos de oscuridad , pero ahora tienen la luz que proviene del Señor . Por lo tanto , ¡ vivan como gente de luz !	Peẽ niko yma peiko vaekue pytũmbýpe . Ko'ágã katu , pejoaju rupi Ñandejára ndive , peiko tesapehápe . Peiko aipóramo umi tesapépe oikoháicha .
pues la luz produce toda una cosecha de bondad , rectitud y verdad .	Pe tesapégui niko osẽ py'a porã , teko joja ha añete .
Sigan asegurándose de lo que es acepto al Señor ;	Peñeha'ã peikuaa mba'épa umi Tupã oguerohorýva .
No tengan nada que ver con las obras infructuosas de la oscuridad , sino más bien denúncienlas ,	Ani pejapo umi mba'e mba'everã iporã'ỹva , umi pytũmbýpe oikóva ojapóva . Penohẽ uvei okápe opavave ohecha haguã .
pues hasta vergüenza da decir lo que esos tales hacen a escondidas .	Ñatĩ niko ñañe'ẽ haguãnte jepe umi mba'e kañyháme ha'e kuéra ojapóvare .
pero cuando todas las cosas son puestas al descubierto por la luz , quedan en claro ,	Opa mba'e oñerenohẽ ramo okápe hesakãháme , upépe ojekuaa mba'eichaite guápa hína umíva .
y lo que queda al descubierto , se convierte , a su vez , en luz . Por eso se dice : « Despierta tú que estás dormido , levántate de la muerte , y te iluminará Cristo » .	Opa mba'e oñemyesakãva niko oiko chugui tesape . Upévare purahéipe he'i : Epáy nde , rekéva . Epu'ã omanóva apytéguiha Cristo nde resapéta .
Por tanto , ¡ cuidado con su manera de vivir ! No vivan ya como necios , sino como sabios .	Upévare , pema'ẽ porãke mba'éichapa peikóta . Ani peiko itavývaicha , pene arandu uvei .
Saquen el mayor provecho de cada oportunidad en estos días malos .	Peiporu kuaáke ko'ã ára ijahápe peẽme , cháke ivai hína ko'ã ára oúva .
No sean , pues , insensatos ; procuren entender cuál es la voluntad del Señor .	Ani pende výrotei . Peñeha'ã peikuaa mba'épa Ñandejára oipota .
No se emborrachen con vino , porque eso les arruinará la vida . En cambio , sean llenos del Espíritu Santo	Ani peka'útei , upéiko ndaikatuvéi pejejoko . Ta pene renyhẽ uvei Espíritu Sántogui .
Anímense unos a otros con salmos , himnos y canciones espirituales . Canten y alaben al Señor con el corazón ,	Peñe'ẽ vove ojupe peiporu ñe'ẽ oúva Salmo kuéra ha opaichagua purahéi Crístope ojejapo vaekuégui . Ñandejárape pepurahéi ha pemomba'e guasu .
dando siempre gracias por todo , en el nombre de nuestro Señor Jesucristo , a Dios , el Padre ;	Opa mba'épe pemoguahẽ pende aguije Tupã ñande Rúpe , Ñandejára Jesucristo rérape .
